assessment_id,PM01,PM02,PM03,PM04,PM05,AUTH01,AUTH02,AUTH03,AUTH04,AUTH05,PHISH01,PHISH02,PHISH03,PHISH04,PHISH05,SOC01,SOC02,SOC03,SOC04,SOC05,password_length,has_uppercase,has_lowercase,has_number,has_symbol,common_pattern_detected,repeated_characters,estimated_entropy,password_score,strength_label,PM_category_score,AUTH_category_score,PHISH_category_score,SOC_category_score,behaviour_score,overall_risk_score,risk_probability,risk_level,is_synthetic
268,1,3,0,3,0,0,2,0,0,1,2,1,0,4,2,2,1,3,1,0,13,True,True,True,True,False,False,85.2,100.0,Strong,40.0,66.2,23.8,27.5,40.0,24.0,0.24,Low,True
269,1,3,0,1,0,4,2,0,0,2,2,4,0,0,1,4,3,1,2,4,8,False,True,True,False,True,False,10.3,7.2,Weak,50.0,32.5,60.0,80.0,54.1,69.6,0.696,Moderate,True
270,3,1,0,1,4,4,4,4,4,1,2,4,4,0,2,2,1,2,1,4,10,True,True,True,False,False,True,41.7,74.5,Strong,85.0,51.2,82.5,47.5,68.4,51.2,0.512,Moderate,True
271,4,0,4,1,4,0,3,0,4,1,2,3,4,0,1,3,3,1,3,0,7,False,True,True,False,False,False,36.2,55.3,Moderate,70.0,91.2,78.8,63.8,76.2,63.6,0.636,Moderate,True
272,3,1,4,0,4,0,4,0,0,2,2,3,4,0,1,3,3,2,3,0,4,False,True,False,False,True,False,4.7,0.0,Weak,65.0,72.5,78.8,58.8,69.1,81.5,0.815,High,True
273,3,3,0,2,0,0,2,0,4,1,2,1,4,4,1,3,3,2,3,0,4,True,True,False,False,False,True,16.0,11.7,Weak,57.5,86.2,51.2,58.8,63.4,73.4,0.734,High,True
274,2,3,4,4,0,4,0,4,0,4,4,0,4,0,3,4,1,1,3,0,12,True,True,False,True,False,False,76.7,100.0,Strong,16.2,0.0,42.5,60.0,27.5,16.5,0.165,Low,True
275,1,4,4,2,4,0,2,0,4,2,1,2,0,4,2,1,1,2,2,0,9,True,True,False,False,True,True,9.0,0.0,Weak,31.2,82.5,36.2,31.2,45.3,67.2,0.672,Moderate,True
276,0,3,0,2,0,0,3,4,4,1,1,3,0,4,2,4,4,0,4,4,10,False,True,False,False,False,False,47.0,83.3,Strong,38.8,76.2,42.5,100.0,61.3,43.5,0.435,Moderate,True
277,3,0,4,1,4,4,3,0,4,1,1,4,0,0,2,4,3,1,4,4,8,False,True,False,False,True,False,9.4,0.7,Weak,63.8,61.2,63.8,90.0,68.4,80.8,0.808,High,True
278,4,1,0,0,0,0,3,0,4,2,1,2,4,0,1,4,3,0,4,4,8,False,True,False,False,False,False,37.6,67.7,Moderate,81.2,87.5,78.8,95.0,84.9,63.9,0.639,Moderate,True
279,2,4,4,3,0,0,3,0,0,1,4,1,0,4,4,3,1,2,2,4,12,True,True,True,False,False,False,71.5,100.0,Strong,17.5,71.2,6.2,58.8,36.4,21.8,0.218,Low,True
280,2,0,0,1,4,0,2,0,0,1,3,2,4,4,2,3,4,3,3,4,4,False,True,True,False,True,False,5.2,0.0,Weak,82.5,66.2,48.8,73.8,68.2,80.9,0.809,High,True
281,1,1,0,3,4,4,2,4,4,4,3,1,0,4,2,1,1,2,1,0,12,True,True,False,False,False,False,68.4,100.0,Strong,62.5,30.0,17.5,26.2,35.9,21.5,0.215,Low,True
282,3,0,0,1,0,0,4,0,4,1,0,4,4,0,1,3,3,1,4,4,7,False,True,False,False,False,True,23.0,18.3,Weak,73.8,96.2,97.5,83.8,87.3,85.1,0.851,High,True
283,0,3,4,3,0,4,0,0,4,3,1,2,0,4,1,1,3,4,1,4,11,False,True,True,True,False,False,67.0,100.0,Strong,8.8,38.8,38.8,41.2,30.2,18.1,0.181,Low,True
284,1,3,0,4,0,0,2,0,0,2,3,0,4,4,3,1,2,4,3,4,14,True,True,True,False,False,False,83.4,100.0,Strong,35.0,62.5,33.8,46.2,43.8,26.3,0.263,Low,True
285,3,1,4,2,4,0,1,0,0,0,0,4,0,0,3,2,1,1,3,4,11,False,True,False,True,True,False,16.1,16.8,Weak,55.0,65.0,67.5,62.5,62.1,70.5,0.705,High,True
286,3,1,0,0,4,0,4,0,4,2,1,3,4,4,1,1,3,1,4,0,7,False,True,True,True,False,False,42.6,71.0,Strong,90.0,92.5,70.0,56.2,78.9,58.9,0.589,Moderate,True
287,2,1,0,1,4,0,4,0,4,1,1,2,0,0,2,2,2,3,2,0,8,False,True,True,False,True,True,7.2,0.0,Weak,78.8,96.2,51.2,37.5,68.0,80.8,0.808,High,True
288,2,1,0,2,4,4,2,4,4,3,2,2,0,4,2,2,3,1,0,4,11,False,True,True,False,False,False,56.9,100.0,Strong,73.8,33.8,30.0,57.5,49.6,29.8,0.298,Low,True
289,1,3,4,2,4,4,4,0,0,0,1,4,0,0,1,4,2,0,3,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,35.0,50.0,66.2,85.0,56.6,55.3,0.553,Moderate,True
290,3,2,4,4,4,0,2,0,0,2,1,2,4,0,0,3,2,0,4,4,9,True,True,True,False,False,False,53.6,100.0,Strong,41.2,62.5,81.2,83.8,65.1,39.1,0.391,Low,True
291,3,2,4,1,4,0,4,0,4,1,2,1,0,0,3,3,2,0,3,0,7,True,True,False,True,False,False,44.7,74.5,Strong,56.2,96.2,36.2,63.8,62.8,47.9,0.479,Moderate,True
292,1,1,0,3,4,0,4,4,4,1,1,4,4,4,2,1,3,2,2,0,7,False,True,True,False,False,False,36.2,55.3,Moderate,62.5,81.2,73.8,41.2,65.8,57.4,0.574,Moderate,True
293,1,2,4,4,0,0,2,4,4,2,2,2,0,0,2,1,1,3,1,4,11,False,True,True,False,False,False,56.9,100.0,Strong,13.8,67.5,45.0,36.2,39.5,23.7,0.237,Low,True
294,3,0,0,1,4,0,4,0,4,0,2,3,4,4,1,3,4,1,4,4,7,True,True,True,False,True,True,7.3,0.0,Weak,88.8,100.0,63.8,88.8,85.3,91.2,0.912,High,True
295,3,2,4,1,4,4,4,0,4,3,3,0,0,0,3,3,2,1,4,0,8,False,True,False,False,False,True,26.3,38.8,Weak,56.2,58.8,23.8,63.8,50.2,54.6,0.546,Moderate,True
296,3,3,0,0,4,4,2,0,0,2,2,2,4,0,1,4,3,3,4,0,6,False,True,False,False,True,False,7.1,0.0,Weak,82.5,32.5,72.5,65.0,64.0,78.4,0.784,High,True
297,1,3,4,4,0,4,2,0,0,3,2,3,0,0,0,0,2,2,0,0,14,True,True,False,False,False,False,79.8,100.0,Strong,10.0,28.8,56.2,20.0,28.2,16.9,0.169,Low,True
298,3,1,0,0,4,4,3,4,0,1,0,4,0,0,0,1,2,1,2,4,8,True,True,True,False,False,False,47.6,94.3,Strong,90.0,26.2,75.0,56.2,63.6,40.4,0.404,Moderate,True
299,3,1,0,1,0,4,2,4,4,1,3,4,4,0,1,3,3,1,4,4,8,True,True,False,False,False,False,45.6,86.0,Strong,70.0,41.2,78.8,83.8,67.8,46.3,0.463,Moderate,True
300,4,0,0,0,4,0,2,0,0,1,2,1,0,4,3,3,2,2,1,4,6,False,True,False,False,False,False,28.2,37.0,Weak,100.0,66.2,21.2,58.8,63.6,63.4,0.634,Moderate,True
301,2,1,0,2,4,4,1,4,4,3,3,3,4,0,3,1,0,4,0,0,9,True,True,True,True,True,False,14.7,24.5,Weak,73.8,28.8,67.5,6.2,47.4,58.6,0.586,Moderate,True
302,3,0,0,2,4,0,2,0,0,2,1,4,4,0,1,4,3,0,3,4,9,False,True,False,True,False,False,52.7,97.8,Strong,83.8,62.5,91.2,90.0,81.6,49.8,0.498,Moderate,True
303,1,3,0,4,4,4,0,0,0,4,2,1,4,4,4,1,0,3,1,0,17,True,True,True,True,False,False,111.4,100.0,Strong,50.0,15.0,43.8,16.2,32.9,19.7,0.197,Low,True
304,4,0,0,0,4,0,3,0,4,1,0,4,4,0,1,4,2,2,3,4,4,False,True,False,False,False,False,18.8,21.3,Weak,100.0,91.2,97.5,75.0,92.2,86.8,0.868,High,True
305,3,1,4,1,4,0,2,0,4,2,1,1,4,0,2,2,2,2,3,0,6,False,True,True,False,True,False,7.8,0.0,Weak,60.0,82.5,70.0,47.5,65.6,79.4,0.794,High,True
306,2,3,0,3,4,0,1,4,0,2,0,4,4,0,2,2,4,2,4,0,8,False,True,True,False,False,False,41.4,79.0,Strong,61.2,42.5,95.0,62.5,65.2,47.5,0.475,Moderate,True
307,3,0,0,1,0,0,2,4,4,1,1,2,4,0,3,4,2,1,0,4,8,False,True,True,True,True,True,8.5,0.0,Weak,73.8,71.2,73.8,65.0,71.4,82.8,0.828,High,True
308,0,3,4,4,0,4,1,0,0,3,4,1,0,4,3,4,0,3,1,4,12,True,True,True,False,False,False,71.5,100.0,Strong,3.8,23.8,8.8,50.0,19.2,11.5,0.115,Low,True
309,2,2,0,3,0,4,2,4,4,2,3,1,4,4,3,2,3,2,4,4,9,True,True,True,True,False,True,41.3,78.8,Strong,50.0,37.5,40.0,72.5,48.9,37.8,0.378,Low,True
310,1,4,4,4,4,4,2,0,0,2,4,0,0,4,3,1,3,3,1,0,14,True,True,True,False,False,False,83.4,100.0,Strong,21.2,32.5,2.5,31.2,21.4,12.8,0.128,Low,True
311,0,3,4,3,4,4,0,4,0,3,2,3,4,0,1,1,0,0,2,4,11,True,True,True,False,False,True,45.8,81.3,Strong,23.8,3.8,78.8,51.2,38.0,30.3,0.303,Low,True
312,2,3,0,1,4,4,2,0,0,2,1,1,4,4,1,1,1,4,1,0,10,True,True,True,False,True,False,14.9,19.8,Weak,71.2,32.5,57.5,16.2,47.1,60.3,0.603,Moderate,True
313,3,2,0,3,0,4,1,4,0,3,2,1,0,0,3,1,1,2,0,0,13,True,True,True,True,False,True,59.6,100.0,Strong,56.2,8.8,36.2,21.2,32.4,19.4,0.194,Low,True
314,2,2,0,1,4,0,1,4,0,2,1,3,0,0,1,4,2,0,4,4,4,False,True,True,False,True,False,5.2,0.0,Weak,75.0,42.5,60.0,90.0,66.1,79.7,0.797,High,True
315,0,2,4,2,0,4,3,0,4,3,4,2,0,0,3,1,1,2,1,0,11,False,True,False,True,False,False,64.4,100.0,Strong,17.5,53.8,30.0,26.2,31.4,18.8,0.188,Low,True
316,3,0,0,0,4,0,2,0,0,1,3,4,4,0,2,2,1,4,2,0,4,False,True,True,False,True,False,5.2,0.0,Weak,93.8,66.2,76.2,27.5,69.2,81.5,0.815,High,True
317,2,1,4,3,4,4,0,4,0,3,3,1,0,4,3,1,1,3,2,0,11,True,True,True,True,False,False,72.1,100.0,Strong,43.8,3.8,15.0,26.2,23.1,13.9,0.139,Low,True
318,4,1,0,1,0,0,1,0,4,0,1,3,4,0,2,2,1,2,0,4,8,True,True,True,False,True,False,11.9,14.8,Weak,76.2,85.0,82.5,42.5,73.2,78.0,0.78,High,True
319,1,4,4,2,0,0,1,4,4,2,1,4,0,0,3,1,2,2,2,0,9,False,True,True,False,False,False,46.5,87.5,Strong,16.2,62.5,61.2,36.2,43.1,30.9,0.309,Low,True
320,2,0,4,0,4,0,4,0,4,0,0,4,4,0,0,2,3,2,3,0,4,False,True,False,False,False,False,18.8,21.3,Weak,62.5,100.0,100.0,52.5,79.2,79.0,0.79,High,True
321,2,1,4,3,0,4,2,4,0,2,2,0,4,4,4,2,4,2,3,4,13,False,True,True,True,False,False,79.1,100.0,Strong,28.8,17.5,37.5,72.5,36.9,22.1,0.221,Low,True
322,2,2,4,2,4,4,1,0,4,2,0,3,4,0,1,2,1,2,3,0,6,True,True,True,False,False,False,35.7,59.5,Moderate,45.0,47.5,91.2,42.5,56.7,50.2,0.502,Moderate,True
323,2,1,4,3,0,4,1,4,4,4,4,2,0,4,4,3,1,1,1,4,12,True,True,True,True,False,True,55.1,100.0,Strong,28.8,25.0,12.5,58.8,29.8,17.9,0.179,Low,True
324,1,2,4,2,0,4,2,4,0,3,4,1,4,4,4,4,1,3,4,0,6,False,True,True,False,False,False,31.0,46.7,Moderate,23.8,13.8,31.2,55.0,29.4,39.0,0.39,Low,True
325,2,2,4,3,0,4,0,4,0,4,3,1,4,0,3,1,2,2,1,0,10,True,True,True,False,False,False,59.5,100.0,Strong,25.0,0.0,55.0,31.2,27.5,16.5,0.165,Low,True
326,4,1,0,2,4,4,1,0,0,2,0,3,4,4,2,0,0,4,3,4,13,False,True,True,False,False,False,67.2,100.0,Strong,86.2,27.5,73.8,30.0,57.2,34.3,0.343,Low,True
327,3,2,0,1,0,0,4,0,4,0,1,4,4,0,0,2,4,2,3,4,13,True,True,False,True,False,True,58.2,100.0,Strong,66.2,100.0,93.8,72.5,82.8,49.7,0.497,Moderate,True
328,3,2,0,2,0,4,1,4,0,3,3,1,0,4,0,2,2,3,2,0,5,True,True,True,False,False,False,29.8,49.7,Moderate,61.2,8.8,22.5,37.5,33.7,40.3,0.403,Moderate,True
329,3,0,0,0,4,4,3,0,0,2,0,2,0,0,0,4,4,0,4,4,5,True,True,True,False,True,False,7.4,0.0,Weak,93.8,37.5,62.5,100.0,73.1,83.9,0.839,High,True
330,4,1,0,3,4,0,2,0,4,4,0,4,4,0,0,3,2,1,4,4,9,False,True,True,False,False,False,46.5,87.5,Strong,81.2,75.0,100.0,78.8,83.9,55.3,0.553,Moderate,True
331,1,3,0,4,0,0,1,4,0,3,3,1,0,4,3,3,0,4,1,4,17,True,True,True,True,False,False,111.4,100.0,Strong,35.0,38.8,15.0,38.8,31.7,19.0,0.19,Low,True
332,1,2,0,2,4,4,3,0,4,3,2,2,4,4,1,1,1,3,0,0,9,True,True,True,False,False,False,53.6,100.0,Strong,63.8,53.8,57.5,16.2,50.2,30.1,0.301,Low,True
333,2,1,0,1,4,0,1,4,0,4,1,2,4,4,2,1,2,2,1,4,10,False,True,True,False,False,False,51.7,96.2,Strong,78.8,35.0,61.2,46.2,56.9,35.7,0.357,Low,True
334,3,1,0,1,4,4,4,0,0,1,1,3,4,4,0,2,3,3,4,0,8,False,True,False,True,False,False,46.9,88.2,Strong,85.0,46.2,72.5,52.5,65.7,44.1,0.441,Moderate,True
335,2,3,4,4,0,4,3,0,4,2,2,2,4,4,3,3,3,0,3,4,9,True,True,True,True,False,False,59.0,100.0,Strong,16.2,57.5,52.5,83.8,49.1,29.5,0.295,Low,True
336,1,0,0,1,4,0,3,4,0,2,0,4,4,0,0,4,4,0,3,4,4,False,True,True,False,True,True,3.6,0.0,Weak,76.2,52.5,100.0,95.0,80.0,88.0,0.88,High,True
337,4,0,0,1,4,4,4,0,0,0,1,1,0,0,2,4,4,0,4,4,6,False,True,True,False,True,False,7.8,0.0,Weak,95.0,50.0,45.0,100.0,72.2,83.3,0.833,High,True
338,2,3,4,3,4,4,3,4,4,3,4,0,0,4,4,1,1,4,2,0,16,False,True,True,False,False,False,82.7,100.0,Strong,36.2,38.8,0.0,21.2,24.8,14.9,0.149,Low,True
339,2,3,4,1,0,4,3,4,0,1,3,0,4,4,3,0,2,3,2,4,8,True,True,True,False,False,True,33.3,60.5,Moderate,31.2,26.2,33.8,40.0,32.4,35.2,0.352,Low,True
340,3,3,4,1,0,4,1,0,4,2,1,4,4,0,2,3,2,4,2,0,10,False,True,False,False,True,False,11.8,4.7,Weak,37.5,47.5,88.8,38.8,53.1,70.0,0.7,High,True
341,3,1,4,1,4,0,4,0,4,0,0,3,4,0,2,3,3,2,2,4,4,False,True,False,False,False,False,18.8,21.3,Weak,60.0,100.0,88.8,68.8,78.9,78.8,0.788,High,True
342,0,2,4,3,4,4,2,4,4,4,4,1,0,0,3,2,2,4,1,0,10,True,True,True,True,False,False,65.5,100.0,Strong,27.5,30.0,23.8,27.5,27.2,16.3,0.163,Low,True
343,0,3,4,3,0,4,4,4,4,2,3,2,0,0,2,4,2,2,2,0,12,True,True,False,True,False,True,53.7,94.5,Strong,8.8,47.5,38.8,55.0,35.2,23.3,0.233,Low,True
344,0,2,0,0,4,4,2,0,0,2,1,2,4,0,2,2,2,1,2,0,4,False,True,True,False,False,False,20.7,29.5,Weak,67.5,32.5,76.2,47.5,56.9,62.3,0.623,Moderate,True
345,1,2,4,3,0,4,2,4,4,4,3,1,0,4,4,0,0,3,0,0,10,False,True,True,False,False,False,51.7,96.2,Strong,18.8,30.0,12.5,5.0,17.2,11.8,0.118,Low,True
346,2,1,0,1,4,0,3,0,0,1,1,4,0,4,1,3,4,0,3,4,6,False,True,False,False,False,True,19.7,12.8,Weak,78.8,71.2,51.2,88.8,72.0,78.1,0.781,High,True
347,3,3,4,2,0,0,4,0,4,1,3,0,0,4,4,1,2,1,2,4,11,True,True,True,False,True,False,16.4,22.3,Weak,32.5,96.2,6.2,56.2,46.6,59.0,0.59,Moderate,True
348,2,4,0,3,0,4,1,4,4,2,0,3,0,0,2,2,1,3,3,4,11,True,True,True,True,False,False,72.1,100.0,Strong,42.5,32.5,63.8,52.5,47.3,28.4,0.284,Low,True
349,4,1,0,1,4,0,3,0,0,0,1,4,4,4,0,3,3,1,3,4,9,True,True,False,False,False,False,51.3,95.5,Strong,91.2,75.0,78.8,78.8,81.6,50.8,0.508,Moderate,True
350,1,3,4,4,0,4,1,0,0,4,2,1,0,4,3,1,0,4,0,0,14,True,True,True,False,False,False,83.4,100.0,Strong,10.0,20.0,21.2,6.2,14.6,8.8,0.088,Low,True
351,1,1,4,1,4,0,3,0,0,2,1,3,4,0,3,4,2,1,4,4,7,True,True,True,True,False,False,45.9,81.5,Strong,47.5,67.5,80.0,85.0,68.1,48.3,0.483,Moderate,True
352,0,2,0,2,0,4,1,0,0,4,1,4,0,0,1,2,1,3,1,0,11,False,True,False,True,False,True,45.1,75.2,Strong,42.5,20.0,66.2,27.5,39.8,33.8,0.338,Low,True
353,4,1,0,1,0,0,3,0,4,2,0,4,4,0,0,3,3,2,3,4,6,True,True,True,False,False,False,35.7,59.5,Moderate,76.2,87.5,100.0,73.8,84.5,66.9,0.669,Moderate,True
354,0,3,0,2,0,4,2,4,0,2,3,2,0,4,1,3,4,1,3,4,10,False,True,False,False,True,False,11.8,4.7,Weak,38.8,17.5,26.2,83.8,39.3,61.7,0.617,Moderate,True
355,1,4,4,1,4,4,1,0,0,2,3,1,4,4,4,3,4,0,3,4,4,False,True,True,True,True,False,6.1,0.0,Weak,36.2,27.5,37.5,88.8,44.9,66.9,0.669,Moderate,True
356,1,3,0,3,0,0,3,0,4,2,2,0,0,0,0,2,3,0,4,0,9,True,True,True,True,False,False,59.0,100.0,Strong,40.0,87.5,37.5,67.5,56.8,34.1,0.341,Low,True
357,2,3,4,2,4,0,1,0,4,3,3,1,4,4,3,0,2,2,4,0,14,False,True,False,False,False,False,65.8,100.0,Strong,41.2,73.8,40.0,40.0,48.8,29.3,0.293,Low,True
358,1,1,0,2,4,0,3,0,4,1,1,1,0,0,3,2,1,1,2,0,10,False,True,True,False,True,False,12.9,11.5,Weak,67.5,91.2,42.5,42.5,62.2,72.7,0.727,High,True
359,2,1,4,1,4,4,3,0,0,3,1,2,4,4,2,3,3,0,4,4,9,False,True,False,False,False,False,42.3,75.5,Strong,53.8,33.8,61.2,88.8,57.6,44.4,0.444,Moderate,True
360,2,1,4,1,4,0,3,4,4,0,1,3,0,0,1,1,1,3,3,0,6,True,True,True,False,False,False,35.7,59.5,Moderate,53.8,80.0,60.0,31.2,57.4,50.6,0.506,Moderate,True
361,3,1,0,2,0,4,0,4,0,2,2,4,4,0,3,3,4,1,2,0,6,False,True,False,False,False,False,28.2,37.0,Weak,65.0,7.5,80.0,63.8,54.1,57.7,0.577,Moderate,True
362,2,4,4,1,0,0,3,4,4,3,0,2,4,4,3,2,1,1,4,0,7,True,True,True,False,False,False,41.7,69.5,Moderate,27.5,68.8,65.0,52.5,52.2,43.5,0.435,Moderate,True
363,2,3,4,1,0,4,3,4,4,3,4,0,0,0,2,2,1,3,1,4,8,False,True,True,True,False,False,48.7,96.2,Strong,31.2,38.8,20.0,42.5,32.6,21.1,0.211,Low,True
364,4,0,0,1,4,4,2,0,4,2,2,3,4,0,1,3,1,0,2,0,12,False,True,True,False,False,False,62.0,100.0,Strong,95.0,52.5,78.8,53.8,72.1,43.3,0.433,Moderate,True
365,4,2,4,1,4,4,2,4,4,3,3,2,4,0,2,3,3,4,2,4,10,False,True,True,False,False,True,36.2,60.3,Moderate,62.5,33.8,63.8,58.8,54.9,48.8,0.488,Moderate,True
366,1,3,4,1,0,4,3,4,0,2,4,2,4,0,3,2,0,2,2,4,8,False,True,False,False,False,False,37.6,67.7,Moderate,25.0,22.5,55.0,47.5,36.4,34.8,0.348,Low,True
367,1,1,4,0,4,0,1,4,4,2,0,3,4,0,1,2,3,1,1,4,7,False,True,False,False,True,False,8.2,0.0,Weak,52.5,62.5,91.2,62.5,66.7,80.0,0.8,High,True
368,4,0,0,0,4,0,3,4,0,0,3,2,4,4,1,3,4,0,2,0,8,False,True,False,False,False,False,37.6,67.7,Moderate,100.0,60.0,51.2,68.8,71.6,55.9,0.559,Moderate,True
369,2,2,4,1,0,0,1,4,0,2,3,1,4,4,4,1,2,3,1,0,5,False,True,True,True,True,False,7.6,0.0,Weak,35.0,42.5,37.5,26.2,35.8,61.5,0.615,Moderate,True
370,1,4,0,2,0,0,3,0,4,1,2,2,4,0,1,0,1,2,1,0,5,True,True,True,False,False,False,29.8,49.7,Moderate,41.2,91.2,72.5,20.0,57.3,54.5,0.545,Moderate,True
371,1,2,0,3,4,0,2,4,0,2,3,3,4,4,2,1,0,3,1,0,12,True,True,True,True,False,False,78.7,100.0,Strong,58.8,47.5,55.0,16.2,46.5,27.9,0.279,Low,True
372,1,3,0,3,0,0,2,0,0,1,4,1,0,0,3,2,1,2,2,0,10,False,True,True,True,False,True,42.6,76.0,Strong,40.0,66.2,23.8,37.5,42.0,34.8,0.348,Low,True
373,2,2,4,3,4,0,4,0,4,2,2,2,4,4,3,3,2,2,2,4,7,True,True,False,False,True,False,10.0,0.0,Weak,40.0,92.5,52.5,63.8,61.0,76.6,0.766,High,True
374,1,2,4,3,0,4,2,4,0,4,3,1,0,0,3,1,2,3,2,0,5,False,True,True,True,False,True,21.3,25.5,Weak,18.8,10.0,30.0,31.2,21.9,42.9,0.429,Moderate,True
375,4,1,4,2,4,0,3,0,4,3,0,4,4,0,0,0,4,2,2,0,11,True,True,True,False,False,False,65.5,100.0,Strong,61.2,83.8,100.0,40.0,72.3,43.4,0.434,Moderate,True
376,0,4,4,4,0,4,1,4,0,4,4,0,0,0,4,1,0,4,2,0,10,False,True,True,True,False,False,60.9,100.0,Strong,0.0,5.0,15.0,16.2,8.2,4.9,0.049,Low,True
377,4,1,0,1,4,4,3,4,4,2,1,3,4,0,1,2,4,0,3,4,9,False,True,True,True,True,False,13.7,17.8,Weak,91.2,42.5,85.0,82.5,75.8,78.4,0.784,High,True
378,4,0,0,0,4,4,3,0,4,0,1,3,4,0,2,4,4,1,3,0,6,True,True,False,False,True,False,8.6,0.0,Weak,100.0,65.0,82.5,75.0,81.9,89.1,0.891,High,True
379,0,3,4,3,0,0,2,4,0,2,3,1,0,4,4,1,1,2,1,4,10,True,True,True,True,False,False,65.5,100.0,Strong,8.8,47.5,12.5,41.2,25.9,15.5,0.155,Low,True
380,1,4,4,1,4,0,2,0,0,1,3,2,4,0,3,0,1,4,3,0,6,True,True,False,False,True,False,8.6,0.0,Weak,36.2,66.2,61.2,20.0,46.8,68.1,0.681,Moderate,True
381,1,3,4,0,4,0,4,0,0,1,1,4,4,0,2,2,3,1,3,0,6,False,True,True,False,False,True,21.7,21.2,Weak,45.0,76.2,88.8,57.5,66.2,71.2,0.712,High,True
382,0,3,4,3,0,0,1,0,4,3,1,1,4,4,3,1,0,4,0,0,12,True,True,True,False,False,False,71.5,100.0,Strong,8.8,73.8,52.5,6.2,35.4,21.2,0.212,Low,True
383,4,2,0,0,0,0,3,0,4,0,1,2,0,0,2,3,3,1,4,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,77.5,95.0,51.2,83.8,76.6,67.3,0.673,Moderate,True
384,3,1,4,1,4,0,2,0,4,1,1,3,4,0,1,2,1,2,4,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,60.0,86.2,85.0,62.5,73.3,61.9,0.619,Moderate,True
385,4,0,0,0,0,0,3,0,4,0,0,4,4,0,2,3,4,0,4,4,8,False,True,False,False,False,True,26.3,38.8,Weak,85.0,95.0,95.0,93.8,91.8,79.6,0.796,High,True
386,4,1,0,2,4,0,3,4,4,1,0,3,4,0,0,4,3,1,3,4,11,True,True,False,False,False,False,62.7,100.0,Strong,86.2,76.2,93.8,85.0,85.4,51.2,0.512,Moderate,True
387,1,3,4,2,0,4,0,0,0,1,4,2,0,4,4,3,2,3,1,4,6,False,True,True,False,True,False,7.8,0.0,Weak,20.0,26.2,12.5,53.8,26.4,55.8,0.558,Moderate,True
388,1,1,0,2,0,0,2,4,0,3,2,1,0,0,3,1,1,4,1,0,9,False,True,True,True,False,False,54.8,100.0,Strong,52.5,43.8,36.2,16.2,39.0,23.4,0.234,Low,True
389,1,3,0,3,0,4,3,0,4,3,3,0,4,4,3,1,2,4,1,4,9,True,True,False,False,True,False,12.8,11.3,Weak,40.0,53.8,33.8,36.2,41.1,60.1,0.601,Moderate,True
390,4,0,4,3,4,0,3,4,0,1,1,2,4,4,0,2,1,2,3,4,10,False,True,True,True,True,False,15.2,20.3,Weak,60.0,56.2,66.2,57.5,60.1,67.9,0.679,Moderate,True
391,4,0,0,0,4,0,3,0,4,0,3,4,0,4,1,4,3,1,3,4,10,False,True,False,False,False,False,47.0,83.3,Strong,100.0,95.0,38.8,85.0,80.4,54.9,0.549,Moderate,True
392,0,2,4,1,0,0,3,0,4,0,0,1,4,4,2,2,1,3,1,0,9,False,True,True,False,False,True,32.6,54.3,Moderate,22.5,95.0,61.2,27.5,51.3,49.1,0.491,Moderate,True
393,2,2,4,1,0,0,3,0,4,0,0,3,4,0,0,2,3,1,3,4,13,False,True,False,False,False,False,61.1,100.0,Strong,35.0,95.0,93.8,72.5,72.2,43.3,0.433,Moderate,True
394,3,2,4,4,0,0,4,0,0,1,2,1,0,0,2,1,0,4,0,0,12,True,True,True,True,False,False,78.7,100.0,Strong,26.2,76.2,38.8,6.2,37.9,22.7,0.227,Low,True
395,3,2,4,2,4,0,1,0,4,1,3,0,0,4,3,3,2,2,2,4,9,False,True,True,False,False,False,46.5,87.5,Strong,51.2,81.2,8.8,63.8,50.6,35.4,0.354,Low,True
396,4,3,4,1,4,4,2,0,4,2,0,2,4,0,1,4,2,1,3,0,8,False,True,False,False,False,False,37.6,67.7,Moderate,58.8,52.5,85.0,65.0,65.0,51.9,0.519,Moderate,True
397,1,3,0,4,0,0,1,0,0,2,1,2,0,4,4,3,3,2,3,0,12,True,True,True,False,False,True,50.0,88.3,Strong,35.0,57.5,31.2,58.8,44.4,31.3,0.313,Low,True
398,2,2,0,2,4,4,2,4,4,4,1,1,0,4,0,1,1,4,0,0,10,False,True,True,True,False,False,60.9,100.0,Strong,70.0,30.0,35.0,11.2,39.5,23.7,0.237,Low,True
399,2,2,4,1,4,0,3,0,4,1,4,0,0,4,4,1,0,2,2,0,5,False,True,True,False,False,False,25.8,38.0,Weak,50.0,91.2,0.0,26.2,43.1,50.7,0.507,Moderate,True
400,2,2,0,1,0,0,3,0,4,3,3,1,0,4,1,3,3,0,2,4,7,True,True,True,False,False,False,41.7,69.5,Moderate,60.0,83.8,20.0,78.8,59.7,48.0,0.48,Moderate,True
401,2,2,0,1,4,0,3,0,4,3,1,1,0,4,2,1,3,2,2,4,6,False,True,False,True,False,False,35.1,53.5,Moderate,75.0,83.8,30.0,56.2,62.2,55.9,0.559,Moderate,True
402,2,2,0,2,4,0,2,0,4,1,2,1,0,0,3,1,2,4,1,0,11,True,True,True,True,False,False,72.1,100.0,Strong,70.0,86.2,36.2,21.2,55.9,33.5,0.335,Low,True
